num_languages,num_words,hidden_size,circulant_width,loss,accuracy,pair_frac,num_train
10,128,64,1,1.0788985,0.014322917,0.1,1280
10,128,64,2,1.0314285,0.14052735,0.2,2560
10,128,64,3,0.67873967,0.4283482,0.3,3840
10,128,64,4,0.38624397,0.6666667,0.4,5120
